project,option,vendor_raw,vendor_normalized,trade,source_type,source_path,locator,file_ext,file_size_bytes,status,notes,pdf_proof_bucket,role,pdf_role,bucket,proof_bucket
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 29 PM","Photo Nov 11 2025, 1 37 29 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 29 PM.jpg",TBD,.jpg,2714153,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 29 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 34 PM","Photo Nov 11 2025, 1 37 34 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 34 PM.jpg",TBD,.jpg,2715915,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 34 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 37 PM","Photo Nov 11 2025, 1 37 37 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 37 PM.jpg",TBD,.jpg,2913315,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 37 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 41 PM","Photo Nov 11 2025, 1 37 41 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 41 PM.jpg",TBD,.jpg,2738370,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 41 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 45 PM","Photo Nov 11 2025, 1 37 45 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 45 PM.jpg",TBD,.jpg,2336157,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 45 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 49 PM","Photo Nov 11 2025, 1 37 49 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 49 PM.jpg",TBD,.jpg,2256291,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 49 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 55 PM","Photo Nov 11 2025, 1 37 55 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 55 PM.jpg",TBD,.jpg,2653238,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 55 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 37 58 PM","Photo Nov 11 2025, 1 37 58 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 37 58 PM.jpg",TBD,.jpg,2680394,UNKNOWN,"photos/Photo Nov 11 2025, 1 37 58 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 02 PM","Photo Nov 11 2025, 1 38 02 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 02 PM.jpg",TBD,.jpg,2519638,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 02 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 07 PM","Photo Nov 11 2025, 1 38 07 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 07 PM.jpg",TBD,.jpg,2631000,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 07 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 09 PM","Photo Nov 11 2025, 1 38 09 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 09 PM.jpg",TBD,.jpg,2458648,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 09 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 11 PM","Photo Nov 11 2025, 1 38 11 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 11 PM.jpg",TBD,.jpg,2377764,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 11 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 15 PM","Photo Nov 11 2025, 1 38 15 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 15 PM.jpg",TBD,.jpg,2854440,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 15 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 18 PM","Photo Nov 11 2025, 1 38 18 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 18 PM.jpg",TBD,.jpg,2849427,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 18 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 24 PM","Photo Nov 11 2025, 1 38 24 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 24 PM.jpg",TBD,.jpg,3466793,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 24 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 26 PM","Photo Nov 11 2025, 1 38 26 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 26 PM.jpg",TBD,.jpg,3061600,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 26 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 29 PM","Photo Nov 11 2025, 1 38 29 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 29 PM.jpg",TBD,.jpg,2440870,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 29 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 32 PM","Photo Nov 11 2025, 1 38 32 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 32 PM.jpg",TBD,.jpg,2592352,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 32 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 34 PM","Photo Nov 11 2025, 1 38 34 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 34 PM.jpg",TBD,.jpg,2609990,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 34 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 38 PM","Photo Nov 11 2025, 1 38 38 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 38 PM.jpg",TBD,.jpg,2792343,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 38 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 44 PM","Photo Nov 11 2025, 1 38 44 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 44 PM.jpg",TBD,.jpg,2763552,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 44 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 49 PM","Photo Nov 11 2025, 1 38 49 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 49 PM.jpg",TBD,.jpg,2601872,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 49 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 38 53 PM","Photo Nov 11 2025, 1 38 53 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 38 53 PM.jpg",TBD,.jpg,1922193,UNKNOWN,"photos/Photo Nov 11 2025, 1 38 53 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 39 02 PM","Photo Nov 11 2025, 1 39 02 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 39 02 PM.jpg",TBD,.jpg,2789088,UNKNOWN,"photos/Photo Nov 11 2025, 1 39 02 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 39 19 PM","Photo Nov 11 2025, 1 39 19 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 39 19 PM.jpg",TBD,.jpg,2263699,UNKNOWN,"photos/Photo Nov 11 2025, 1 39 19 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 39 25 PM","Photo Nov 11 2025, 1 39 25 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 39 25 PM.jpg",TBD,.jpg,2739972,UNKNOWN,"photos/Photo Nov 11 2025, 1 39 25 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,"Photo Nov 11 2025, 1 41 50 PM","Photo Nov 11 2025, 1 41 50 PM",unknown,other,"/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/photos/Photo Nov 11 2025, 1 41 50 PM.jpg",TBD,.jpg,2709722,UNKNOWN,"photos/Photo Nov 11 2025, 1 41 50 PM.jpg",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,Scope doc Draft,Scope doc Draft,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Scope doc Draft.docx,TBD,.docx,101976,UNKNOWN,Scope doc Draft.docx,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,Scope doc R1,Scope doc R1,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Scope doc R1.docx,TBD,.docx,104408,UNKNOWN,Scope doc R1.docx,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,State Mechanical,State Mechanical,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/State Mechanical.doc,TBD,.doc,37888,UNKNOWN,Sub Bids/State Mechanical.doc,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,State R1,State R1,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/Sub Bids/State R1.doc,TBD,.doc,39424,UNKNOWN,Sub Bids/State R1.doc,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Kite - Sierra Trading Lakewood,unknown,TCL List,TCL List,unknown,other,/Volumes/TCL_DATA 1TB/TCL Partners Dropbox/TCL Partners Dropbox/TCL_Server/_Estimates/Kite - Sierra Trading Lakewood/TCL Bid List .xls,TBD,.xls,319488,UNKNOWN,TCL Bid List .xls,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
